title,role,date,authors,price,downloads,revenue
"Brief: Real World Experience With Data Governance Tools","Enterprise Architecture",3413749.245042086,"[ ""Henry Peyret"", ""Leslie Owens"", ""Michele Goetz"", ""Alex Cullen"" ]","499","118",58882.0
"Transform To An Experience-Driven Organization","Customer Experience",3500151.239028931,"[ ""Harley Manning"", ""Moira Dorsey"" ]",,"1449",
"The Business Impact Of Customer Experience, 2014","Customer Experience",3500151.972373962,"[ ""Maxie Schmidt-Subramanian"", ""Harley Manning"" ]","499","505",251995.0
"Mobile's Trojan Horse: The Messaging Platform","eBusiness & Channel Strategy",3500152.753221035,"[ ""Julie A. Ask"", ""Carrie Johnson"" ]","499","157",78343.0
"Lessons From The 2013 Forrester Groundswell Awards","Marketing Leadership",3500153.62559104,"[ ""Melissa Parrish"" ]","499","90",44910.0
"Extract Business Value From Your Mix Model","Marketing Leadership",3500154.214107037,"[ ""Tina Moffett"", ""Jim Nail"", ""Luca S. Paderni"" ]","499","129",64371.0
"Strategic Rightsourcing Application Portfolio Analysis Tool","Application Development & Delivery",3500154.678689003,"[ ""James Staten"", ""Christopher Voce"" ]","499","55",27445.0
"The ROI Of Digital Business Transformation","eBusiness & Channel Strategy",3586555.366753101,"[ ""Martin Gill"", ""Zia Daniell Wigder"", ""Aurelie L'Hostis"" ]","499","617",307883.0
"Define New Metrics For Digital Business Success","eBusiness & Channel Strategy",3586556.276046991,"[ ""Martin Gill"", ""Zia Daniell Wigder"", ""Adam Silverman"", ""Aurelie L'Hostis"" ]","499","707",352793.0
"Sustain A Digital Culture","eBusiness & Channel Strategy",3586557.507579088,"[ ""Martin Gill"", ""Patti Freeman Evans"", ""Zia Daniell Wigder"", ""Aurelie L'Hostis"" ]","499","626",312374.0
"Build A Digitally Savvy Organization","eBusiness & Channel Strategy",3586558.334686995,"[ ""Martin Gill"", ""Shar VanBoskirk"", ""Carrie Johnson"" ]","499","227",113273.0
"The Digital Business Imperative","eBusiness & Channel Strategy",3586559.045085907,"[ ""Martin Gill"", ""Nigel Fenwick"", ""Josh Bernoff"" ]","499","291",145209.0
"Build An Agile Organization","eBusiness & Channel Strategy",3586559.706801891,"[ ""Martin Gill"", ""Zia Daniell Wigder"", ""Aurelie L'Hostis"" ]","499","864",431136.0
"Enhance Your Digital Capabilities With The Digital Maturity Model","eBusiness & Channel Strategy",3586560.249449015,"[ ""Martin Gill"", ""Carrie Johnson"", ""Rachel Roizen"" ]","499","195",97305.0
"Manage The Cross-Touchpoint Customer Journey","eBusiness & Channel Strategy",3586561.858268976,"[ ""Martin Gill"", ""Patti Freeman Evans"", ""Zia Daniell Wigder"", ""Aurelie L'Hostis"" ]","499","1767",881733.0
"Kick-Start Your Digital Business Transformation","eBusiness & Channel Strategy",3586562.332201958,"[ ""Martin Gill"", ""Zia Daniell Wigder"" ]",,"171",
"Brazil In Transition: The Impact On Your Sourcing Decisions","Sourcing & Vendor Management",3586562.748831987,"[ ""Chris Andrews"" ]","2495","55",137225.0
"Quick Take: Impressions From CeBIT 2014","CIO",3586563.124161959,"[ ""Stefan Ried, Ph.D."", ""Henning Dransfeld"", ""Holger Kisker, Ph.D."", ""Pascal Matzke"" ]","199","78",15522.0
"Quick Take: Palo Alto Networks Acquires Cyvera","Security & Risk",3672963.594996929,"[ ""Rick Holland"", ""Chris Sherman"", ""John Kindervag"", ""Stephanie Balaouras"" ]","199","56",11144.0
"The Forrester Wave™: Oracle Application Services Providers, Q1 2014","Sourcing & Vendor Management",2808964.184031963,"[ ""Liz Herbert"", ""Chris Andrews"" ]","2495","170",424150.0
"Forrester Research Mobile And Tablet Commerce Forecast, 2013 To 2018 (US)","eBusiness & Channel Strategy",3672964.607326031,"[ ""Susan Huynh"" ]",,"4",
"The Customer Experience Index, France 2014","Customer Experience",3672965.368335962,"[ ""Joana van den Brink-Quintanilha"", ""Harley Manning"", ""Jonathan Browne"", ""Oliwia Berdak"" ]","499","114",56886.0
"Create Your Global eCommerce Road Map","eBusiness & Channel Strategy",3759365.918493032,"[ ""Kelland Willis"", ""Zia Daniell Wigder"" ]","499","149",74351.0
"Case Study: Philips' Journey Toward Becoming A Connected Business","CIO",3759366.54973793,"[ ""Dan Bieler"", ""Pascal Matzke"" ]","499","138",68862.0
"Brief: Understanding Which Identity Standards Are The Most Relevant To Health IT","Security & Risk",3759367.233982086,"[ ""Eve Maler"", ""Stephanie Balaouras"" ]","499","71",35429.0
"Data Sharing Transforms Public Procurement","CIO",3759367.874943018,"[ ""Jennifer Belissent, Ph.D."", ""Pascal Matzke"" ]","499","63",31437.0
"Quick Take: IBM Announces A Streamlined Fraud Management Portfolio","Security & Risk",4018569.852231979,"[ ""Andras Cser"", ""Stephanie Balaouras"" ]","199","79",15721.0
"Forrester Research Online Retail Forecast, 2013 To 2018 (US)","eBusiness & Channel Strategy",4018570.209661961,"[ ""Vikram Sehgal"" ]",,"1",
"Which Public Cloud Platforms Have The Right Developer Tools And Services?","Application Development & Delivery",4018570.823971033,"[ ""John R. Rymer"", ""Christopher Mines"", ""James Staten"" ]","499","228",113772.0
"State Of Cloud Platform Standards: Q1 2014","Infrastructure & Operations",4018571.416038036,"[ ""Lauren E. Nelson"", ""James Staten"" ]","499","280",139720.0
"Brief: Mobile Middleware — Right Or Wrong?","Application Development & Delivery",4018572.209044933,"[ ""Michael Facemire"", ""Jeffrey S. Hammond"", ""Christopher Mines"" ]","499","147",73353.0
"Competitive Strategy In The Age Of The Customer: China","CMO",4018572.982904911,"[ ""Bryan Wang"", ""Zia Daniell Wigder"", ""Kelland Willis"" ]","499","126",62874.0
"The Customer Experience Index, UK 2014","Customer Experience",4018574.950614929,"[ ""Jonathan Browne"", ""Harley Manning"", ""Joana van den Brink-Quintanilha"" ]","499","163",81337.0
"Rimini Street Challenges Big Software Maintenance Fees","Sourcing & Vendor Management",4104975.666575909,"[ ""Mark Bartrick"", ""Chris Andrews"" ]","499","311",155189.0
"Use The L2RM Platform Forrester Wave™ To Support Buyer Engagement","Sales Enablement",4104976.272068024,"[ ""Lori Wizdo"", ""Peter O'Neill"" ]","2495","120",299400.0
"How Three B2B Firms Measure Customer Experience","Customer Experience",4104976.861217976,"[ ""Maxie Schmidt-Subramanian"", ""Paul Hagen"", ""Harley Manning"" ]","499","337",168163.0
"Sourcing Strategies For Next-Generation Network Services","Sourcing & Vendor Management",4104978.001810074,"[ ""Chris Andrews"", ""Andre Kindness"" ]","499","118",58882.0
"Five Lessons For Achieving Successful Digital Customer Experience Technology Results","Application Development & Delivery",4018578.641455889,"[ ""David Aponovich"", ""Stephen Powers"" ]","499","208",103792.0
"The Customer Experience Index, China 2014","Customer Experience",4104979.215747118,"[ ""Samantha Yanling Jaddou"", ""Harley Manning"" ]","499","98",48902.0
"Unleash Your Digital Business","CIO",4191379.838316917,"[ ""Nigel Fenwick"", ""Martin Gill"", ""Sharyn Leaver"", ""Josh Bernoff"" ]","499","243",121257.0
"Build Your Content Brand By Delivering Customer Value","Marketing Leadership",4191380.996582031,"[ ""Ryan Skinner"", ""Luca S. Paderni"", ""Laura Ramos"", ""Tracy Stokes"" ]","499","283",141217.0
"Brief: Venture Capital Inflow To PPM Vendors Indicates Market Growth","Enterprise Architecture",4191381.839946985,"[ ""Margo Visitacion"", ""Alex Cullen"" ]","499","64",31936.0
"The Five Key Success Factors Of A Global eBusiness","eBusiness & Channel Strategy",4277782.481848955,"[ ""Kelland Willis"", ""Zia Daniell Wigder"", ""Sucharita Mulpuru"" ]","499","129",64371.0
"Forrester Research World Tablet Adoption Forecast, 2013 To 2018 (Global)","Marketing Leadership",4277782.843089104,"[]",,"0",
"Beware Of The ""SaaS"" Trap","Sourcing & Vendor Management",4277783.397439003,"[ ""Liz Herbert"", ""James Staten"", ""Chris Andrews"" ]","499","280",139720.0
"The State And Direction Of Service Management: Progression, Deceleration, Or Stagnation?","Infrastructure & Operations",1944984.035595894,"[ ""Courtney Bartlett"", ""Eveline Oehrlich"" ]","499","206",102794.0
"Brief: How TripIt Masters Mobile Moments For Frequent Fliers","Application Development & Delivery",4364184.641758919,"[ ""Jeffrey S. Hammond"", ""Julie A. Ask"", ""Christopher Mines"" ]","499","109",54391.0
"Enable Mobile Engagement Through A Cross-Functional Mobile Security Team","Security & Risk",4623386.300609112,"[ ""Chris Sherman"", ""Tyler Shields"", ""Christian Kane"", ""Stephanie Balaouras"", ""Andrew Rose"", ""Julie A. Ask"" ]","499","118",58882.0
"Brief: Design In The Age Of The Customer","Customer Experience",4191387.079366922,"[ ""Tony Costa"", ""John Dalton"" ]","499","269",134231.0
"Forrester Research Mobile Payments Forecast, 2013 To 2018 (US)","eBusiness & Channel Strategy",4623387.788610935,"[ ""Susan Huynh"" ]",,"6",
"Brief: Strategic Benchmarks 2014: Storage","Infrastructure & Operations",2290588.532557964,"[ ""Henry Baltazar"", ""Laura Koetzle"", ""Sophia I. Vargas"" ]","499","158",78842.0
"How To Build A Customer-Centric Culture","Customer Experience",4623390.362606049,"[ ""Samuel Stern"", ""Paul Hagen"", ""Harley Manning"" ]","499","1835",915665.0
"How Governments Can Improve Everyone's Customer Experience","Customer Experience",4623390.863084078,"[ ""Rick Parrish"", ""John Dalton"" ]","499","71",35429.0
"Adoption Profile: Hosted Private Cloud, North America And Europe, Q3 2013","Infrastructure & Operations",4623391.516760111,"[ ""Lauren E. Nelson"", ""Laura Koetzle"", ""Ryan Morrill"" ]","499","190",94810.0
"Optimize Performance For Global eCommerce","eBusiness & Channel Strategy",4623392.092233896,"[ ""Peter Sheldon"", ""Mike Gualtieri"", ""Zia Daniell Wigder"" ]","499","656",327344.0
"Brief: What VMS Customers Can Teach You About Effective Workforce Management","Sourcing & Vendor Management",4709792.627852917,"[ ""Chris Andrews"" ]","499","53",26447.0
"Measuring Satisfaction For Technology Services","Sourcing & Vendor Management",4709793.56362009,"[ ""Wolfgang Benkel"", ""Chris Andrews"" ]","499","129",64371.0
"Take Your eCommerce Business Global","eBusiness & Channel Strategy",4709794.348582029,"[ ""Zia Daniell Wigder"", ""Carrie Johnson"" ]",,"138",
"Protect Your Data In The Cloud","CIO",3759394.98822093,"[ ""Michael Yamnitsky"", ""TJ Keitt"", ""Andras Cser"", ""Heidi Shey"", ""John Kindervag"", ""Tyler Shields"", ""Khalid Kark"" ]","499","337",168163.0
"Market Overview: The Top 10 Workload Automation Vendors, Q1 2014","Infrastructure & Operations",4709795.494988918,"[ ""Jean-Pierre Garbani"", ""Eveline Oehrlich"" ]","2495","124",309380.0
"The Emergence Of Beacons In Retail","eBusiness & Channel Strategy",4796196.11957407,"[ ""Adam Silverman"", ""Zia Daniell Wigder"", ""Peter Sheldon"", ""Tony Costa"" ]","499","433",216067.0
"The Seismic Shift In Application Portfolios","Application Development & Delivery",4796197.018368006,"[ ""James Staten"", ""Christopher Mines"", ""John R. Rymer"", ""Kurt Bittner"" ]","499","270",134730.0
"Q&A: EU Privacy Regulations","Security & Risk",4623397.644486904,"[ ""Chris Sherman"", ""Andrew Rose"", ""Stephanie Balaouras"", ""Kelley Mak"" ]","499","650",324350.0
"A Mixed Bag For The Latin American Tech Market In 2014 And 2015","CIO",4882598.877649069,"[ ""Andrew Bartels"", ""Christopher Mines"" ]","499","112",55888.0
"Which Public Cloud Platforms Offer The Right Configuration Controls?","Application Development & Delivery",4882599.975769997,"[ ""James Staten"", ""John R. Rymer"", ""Christopher Mines"" ]","499","197",98303.0
"Brief: Major Players Are Targeting The Chinese Cloud Market For Core Business Apps","Enterprise Architecture",4882601.723365068,"[ ""Charlie Dai"", ""Alex Cullen"", ""Michael Barnes"" ]","499","99",49401.0
"Brief: The Ukraine Situation And The Importance Of Supplier Risk Management","Sourcing & Vendor Management",4882602.225219965,"[ ""Chris Andrews"" ]","499","54",26946.0
"Chief Customer Officer Snapshot, 2014","Customer Experience",4882602.862729073,"[ ""Paul Hagen"", ""Harley Manning"" ]","499","222",110778.0
"Quick Take: Obama's Proposed FY15 Budget Pushes For Improved Customer Experience","Customer Experience",4969003.403896093,"[ ""Rick Parrish"", ""John Dalton"" ]","195","77",15015.0
"Agility Is The Key To Strategic Planning And Portfolio Execution In The Age Of The Customer","Enterprise Architecture",4969004.177267075,"[ ""Margo Visitacion"", ""Gordon Barnett"", ""Alex Cullen"" ]",,"246",
"The New Breed Of Oracle Services Partner","Sourcing & Vendor Management",4969004.715642929,"[ ""Liz Herbert"", ""Duncan Jones"", ""Chris Andrews"" ]","2495","143",356785.0
"The Future Of Business Is Digital","CMO",4969005.418958902,"[ ""Nigel Fenwick"", ""Martin Gill"", ""Josh Bernoff"" ]","499","840",419160.0
"Better Sourcing Can Improve Your Software ROI","Sourcing & Vendor Management",5224606.338349104,"[ ""Duncan Jones"", ""Chris Andrews"" ]","499","94",46906.0
"10 Pitfalls To Avoid During eCommerce Replatforming","eBusiness & Channel Strategy",5224607.378056049,"[ ""Peter Sheldon"", ""Lily Varon"", ""Zia Daniell Wigder"", ""Adam Silverman"" ]","499","235",117265.0
"The Clash Of The Digital Platforms","CMO",5224607.975306034,"[ ""James L. McQuivey, Ph.D."", ""David M. Cooperstein"" ]","499","307",153193.0
"Strategic Benchmarks 2014: Server Virtualization","Infrastructure & Operations",5311008.653637886,"[ ""Dave Bartoletti"", ""Laura Koetzle"", ""Sophia I. Vargas"" ]","499","218",108782.0
"Benchmarking B2B eCommerce Technology Investment And Initiatives","eBusiness & Channel Strategy",5311010.451469898,"[ ""Andy Hoar"", ""Zia Daniell Wigder"" ]","499","170",84830.0
"Data Defines The Future Of Social Relationship Platforms","Marketing Leadership",5311011.067414999,"[ ""Nate Elliott"", ""Melissa Parrish"" ]","499","247",123253.0
"Quick Take: Impressions From Mobile World Congress 2014","CIO",5224611.582695961,"[ ""Dan Bieler"", ""Thomas Husson"", ""Henning Dransfeld"", ""Jennifer Belissent, Ph.D."", ""Pascal Matzke"" ]","199","280",55720.0
"Bitcoin: Some Parts Brilliant, Some Parts Sure To Bomb","eBusiness & Channel Strategy",5311012.372210026,"[ ""Denee Carrington"", ""Sucharita Mulpuru"", ""Benjamin Ensor"", ""Zia Daniell Wigder"", ""Carrie Johnson"" ]","499","196",97804.0
"Is Software-Defined Networking Ready For The Enterprise? Part 2 Of 3","Infrastructure & Operations",5397413.208533049,"[ ""Andre Kindness"", ""Doug Washburn"", ""Christopher Voce"" ]","499","237",118263.0
"Is Software-Defined Networking Ready For The Enterprise? Part 3 Of 3","Infrastructure & Operations",5397413.937995911,"[ ""Andre Kindness"", ""Doug Washburn"", ""Christopher Voce"" ]","499","217",108283.0
"Is Software-Defined Networking Ready For The Enterprise? Part 1 Of 3","Infrastructure & Operations",5397414.544523954,"[ ""Andre Kindness"", ""Doug Washburn"", ""Christopher Voce"" ]","499","268",133732.0
"Benchmarking Australia And New Zealand Technology Budgets And Priorities In 2014","CIO",5397415.154073,"[ ""Tim Sheedy"", ""Michael Barnes"" ]","499","107",53393.0
"Pioneer Vendors: Personal Cloud","CIO",5397416.173265934,"[ ""Michael Yamnitsky"", ""Frank E. Gillett"", ""Christopher Mines"" ]","499","150",74850.0
"What It Takes To Earn Strategic Provider Status","Sales Enablement",5397416.805476904,"[ ""Mark Lindwall"", ""Duncan Jones"" ]","499","104",51896.0
"The Selling System In The Age Of The Customer","Sales Enablement",5397417.399303913,"[ ""Scott Santucci"" ]","499","164",81836.0
"Quick Take: Breaking Down IBM Pulse 2014","Infrastructure & Operations",4364217.926320076,"[ ""Lauren E. Nelson"", ""Dave Bartoletti"", ""Liz Herbert"", ""Richard Fichera"", ""Sudhanshu Bhandari"", ""John Rakowski"", ""Amy DeMartine"", ""Glenn O'Donnell"", ""Henry Baltazar"", ""Eveline Oehrlich"" ]","199","149",29651.0
"Forrester's Scorecard For AR And Direct Sales","Analyst Relations",5483818.794182062,"[ ""Kevin Lucas"" ]","499","12",5988.0
"Industry Analyst Relations And Sales Support","Analyst Relations",5483819.858648062,"[ ""Kevin Lucas"", ""Laura Koetzle"" ]","499","488",243512.0
"Modern Application Delivery Drives Digital Business Success","Application Development & Delivery",5483820.486146927,"[ ""Kurt Bittner"", ""Diego Lo Giudice"", ""Christopher Mines"", ""Randy Heffner"", ""John R. Rymer"" ]","499","214",106786.0
"Consider New Data Governance Software To Support Business-Led Efforts","Enterprise Architecture",5570221.083883047,"[ ""Michele Goetz"", ""Henry Peyret"", ""Leslie Owens"" ]","499","241",120259.0
"Building The Case For Your BPM Initiative","Enterprise Architecture",5570221.836816072,"[ ""Clay Richardson"", ""Derek Miers"", ""Alex Cullen"" ]","499","188",93812.0
"EIM Becomes A Reality As Vendors Stitch Together Data And Content Solutions","Enterprise Architecture",5570222.446336031,"[ ""Alan Weintraub"", ""Leslie Owens"" ]","499","182",90818.0
"Mobilize, Monetize, And Harvest Enterprise Content With Interoperability Standards","Enterprise Architecture",5829423.033649921,"[ ""Cheryl McKinnon"", ""Leslie Owens"", ""Craig Le Clair"" ]","499","148",73852.0
"The 4G Roaming Race Is On — Sharp Price Cuts Expected","Sourcing & Vendor Management",5829423.561594963,"[ ""Chris Andrews"", ""Dan Bieler"", ""Henning Dransfeld"" ]","199","82",16318.0
"Brief: Services Supplant Mobile Middleware","Application Development & Delivery",5915824.215251923,"[ ""Jeffrey S. Hammond"", ""Michael Facemire"", ""Christopher Mines"", ""Christian Kane"" ]","499","145",72355.0
