title,role,date,authors,authorscore,price,downloads,revenue
Put Your Best Foot Forward: Key Techniques For Building An Integrated Strategic Plan,Enterprise Architecture,3154543.558927059,"[u'Margo Visitacion', u'Gordon Barnett', u'Alex Cullen']",785642.4782608695,499,186,92814.0
"Focus On People, Processes, And Technology To Achieve Mix Optimization Mastery",Marketing Leadership,3413744.442688942,"[u'Jim Nail', u'Luca S. Paderni']",335066.5238095238,499,574,286426.0
Increase Business Benefit With Integrated Strategic Planning And Execution,Enterprise Architecture,3413745.397269964,"[u'Gordon Barnett', u'Margo Visitacion', u'Alex Cullen']",785642.4782608695,499,159,79341.0
The Global eCommerce Opportunity,eBusiness & Channel Strategy,3413746.239597082,"[u'Zia Daniell Wigder', u'Martin Gill', u'Lily Varon']",540089.0857142857,499,1335,666165.0
Knowledge Work Pushes The Dynamic Case Management Market,Enterprise Architecture,3413746.970020056,"[u'Craig Le Clair', u'Derek Miers', u'Alex Cullen']",1197000.4537815126,499,123,61377.0
"The Forrester Wave: Dynamic Case Management, Q1 2014",Enterprise Architecture,3413747.670725107,"[u'Craig Le Clair', u'Derek Miers', u'Alex Cullen']",1197000.4537815126,2495,191,476545.0
The Evolution Of Global eCommerce Markets,eBusiness & Channel Strategy,3413748.56357193,"[u'Zia Daniell Wigder', u'Lily Varon']",540089.0857142857,499,1701,848799.0
Brief: Real World Experience With Data Governance Tools,Enterprise Architecture,3413749.2450420856,"[u'Henry Peyret', u'Leslie Owens', u'Michele Goetz', u'Alex Cullen']",580655.0608695652,499,118,58882.0
Transform To An Experience-Driven Organization,Customer Experience,3500151.2390289307,"[u'Harley Manning', u'Moira Dorsey']",435214.775862069,,1449,
"The Business Impact Of Customer Experience, 2014",Customer Experience,3500151.9723739624,"[u'Maxie Schmidt-Subramanian', u'Harley Manning']",435214.775862069,499,505,251995.0
Mobile's Trojan Horse: The Messaging Platform,eBusiness & Channel Strategy,3500152.753221035,"[u'Julie A. Ask', u'Carrie Johnson']",506166.43356643355,499,157,78343.0
Lessons From The 2013 Forrester Groundswell Awards,Marketing Leadership,3500153.6255910397,[u'Melissa Parrish'],471123.72340425535,499,90,44910.0
Extract Business Value From Your Mix Model,Marketing Leadership,3500154.2141070366,"[u'Tina Moffett', u'Jim Nail', u'Luca S. Paderni']",478821.6666666667,499,129,64371.0
Strategic Rightsourcing Application Portfolio Analysis Tool,Application Development & Delivery,3500154.678689003,"[u'James Staten', u'Christopher Voce']",912649.6710526316,499,55,27445.0
The ROI Of Digital Business Transformation,eBusiness & Channel Strategy,3586555.3667531013,"[u'Martin Gill', u'Zia Daniell Wigder', u""Aurelie L'Hostis""]",459575.4,499,617,307883.0
Define New Metrics For Digital Business Success,eBusiness & Channel Strategy,3586556.2760469913,"[u'Martin Gill', u'Zia Daniell Wigder', u'Adam Silverman', u""Aurelie L'Hostis""]",459575.4,499,707,352793.0
Sustain A Digital Culture,eBusiness & Channel Strategy,3586557.507579088,"[u'Martin Gill', u'Patti Freeman Evans', u'Zia Daniell Wigder', u""Aurelie L'Hostis""]",544971.5518867924,499,626,312374.0
Build A Digitally Savvy Organization,eBusiness & Channel Strategy,3586558.3346869946,"[u'Martin Gill', u'Shar VanBoskirk', u'Carrie Johnson']",722552.1900452488,499,227,113273.0
The Digital Business Imperative,eBusiness & Channel Strategy,3586559.045085907,"[u'Martin Gill', u'Nigel Fenwick', u'Josh Bernoff']",610078.3982300885,499,291,145209.0
Build An Agile Organization,eBusiness & Channel Strategy,3586559.7068018913,"[u'Martin Gill', u'Zia Daniell Wigder', u""Aurelie L'Hostis""]",459575.4,499,864,431136.0
Enhance Your Digital Capabilities With The Digital Maturity Model,eBusiness & Channel Strategy,3586560.2494490147,"[u'Martin Gill', u'Carrie Johnson', u'Rachel Roizen']",383516.32446808513,499,195,97305.0
Manage The Cross-Touchpoint Customer Journey,eBusiness & Channel Strategy,3586561.858268976,"[u'Martin Gill', u'Patti Freeman Evans', u'Zia Daniell Wigder', u""Aurelie L'Hostis""]",544971.5518867924,499,1767,881733.0
Kick-Start Your Digital Business Transformation,eBusiness & Channel Strategy,3586562.3322019577,"[u'Martin Gill', u'Zia Daniell Wigder']",459575.4,,171,
Brazil In Transition: The Impact On Your Sourcing Decisions,Sourcing & Vendor Management,3586562.7488319874,[u'Chris Andrews'],481104.3922829582,2495,55,137225.0
Quick Take: Impressions From CeBIT 2014,CIO,3586563.1241619587,"[u'Stefan Ried, Ph.D.', u'Henning Dransfeld', u'Holger Kisker, Ph.D.', u'Pascal Matzke']",1771496.7567567567,199,78,15522.0
Quick Take: Palo Alto Networks Acquires Cyvera,Security & Risk,3672963.594996929,"[u'Rick Holland', u'Chris Sherman', u'John Kindervag', u'Stephanie Balaouras']",634238.0085714286,199,56,11144.0
"The Forrester Wave: Oracle Application Services Providers, Q1 2014",Sourcing & Vendor Management,2808964.1840319633,"[u'Liz Herbert', u'Chris Andrews']",650577.5357142857,2495,170,424150.0
"Forrester Research Mobile And Tablet Commerce Forecast, 2013 To 2018 (US)",eBusiness & Channel Strategy,3672964.6073260307,[u'Susan Huynh'],105269.05263157895,,4,
"The Customer Experience Index, France 2014",Customer Experience,3672965.3683359623,"[u'Joana van den Brink-Quintanilha', u'Harley Manning', u'Jonathan Browne', u'Oliwia Berdak']",435214.775862069,499,114,56886.0
Create Your Global eCommerce Road Map,eBusiness & Channel Strategy,3759365.9184930325,"[u'Kelland Willis', u'Zia Daniell Wigder']",459575.4,499,149,74351.0
Case Study: Philips' Journey Toward Becoming A Connected Business,CIO,3759366.5497379303,"[u'Dan Bieler', u'Pascal Matzke']",1017670.4539877301,499,138,68862.0
Brief: Understanding Which Identity Standards Are The Most Relevant To Health IT,Security & Risk,3759367.233982086,"[u'Eve Maler', u'Stephanie Balaouras']",634238.0085714286,499,71,35429.0
Data Sharing Transforms Public Procurement,CIO,3759367.874943018,"[u'Jennifer Belissent, Ph.D.', u'Pascal Matzke']",1017670.4539877301,499,63,31437.0
Quick Take: IBM Announces A Streamlined Fraud Management Portfolio,Security & Risk,4018569.8522319794,"[u'Andras Cser', u'Stephanie Balaouras']",901886.41,199,79,15721.0
"Forrester Research Online Retail Forecast, 2013 To 2018 (US)",eBusiness & Channel Strategy,4018570.2096619606,[u'Vikram Sehgal'],264795.8024691358,,1,
Which Public Cloud Platforms Have The Right Developer Tools And Services?,Application Development & Delivery,4018570.823971033,"[u'John R. Rymer', u'Christopher Mines', u'James Staten']",976051.8646288209,499,228,113772.0
State Of Cloud Platform Standards: Q1 2014,Infrastructure & Operations,4018571.4160380363,"[u'Lauren E. Nelson', u'James Staten']",912649.6710526316,499,280,139720.0
Brief: Mobile Middleware  Right Or Wrong?,Application Development & Delivery,4018572.2090449333,"[u'Michael Facemire', u'Jeffrey S. Hammond', u'Christopher Mines']",976051.8646288209,499,147,73353.0
Competitive Strategy In The Age Of The Customer: China,CMO,4018572.982904911,"[u'Bryan Wang', u'Zia Daniell Wigder', u'Kelland Willis']",459575.4,499,126,62874.0
"The Customer Experience Index, UK 2014",Customer Experience,4018574.950614929,"[u'Jonathan Browne', u'Harley Manning', u'Joana van den Brink-Quintanilha']",435214.775862069,499,163,81337.0
Rimini Street Challenges Big Software Maintenance Fees,Sourcing & Vendor Management,4104975.6665759087,"[u'Mark Bartrick', u'Chris Andrews']",481104.3922829582,499,311,155189.0
Use The L2RM Platform Forrester Wave To Support Buyer Engagement,Sales Enablement,4104976.2720680237,"[u'Lori Wizdo', u""Peter O'Neill""]",800843.4126984127,2495,120,299400.0
How Three B2B Firms Measure Customer Experience,Customer Experience,4104976.8612179756,"[u'Maxie Schmidt-Subramanian', u'Paul Hagen', u'Harley Manning']",580356.976744186,499,337,168163.0
Sourcing Strategies For Next-Generation Network Services,Sourcing & Vendor Management,4104978.001810074,"[u'Chris Andrews', u'Andre Kindness']",693488.3333333334,499,118,58882.0
Five Lessons For Achieving Successful Digital Customer Experience Technology Results,Application Development & Delivery,4018578.6414558887,"[u'David Aponovich', u'Stephen Powers']",967928.0483870967,499,208,103792.0
"The Customer Experience Index, China 2014",Customer Experience,4104979.215747118,"[u'Samantha Yanling Jaddou', u'Harley Manning']",435214.775862069,499,98,48902.0
Unleash Your Digital Business,CIO,4191379.8383169174,"[u'Nigel Fenwick', u'Martin Gill', u'Sharyn Leaver', u'Josh Bernoff']",610513.6403508772,499,243,121257.0
Build Your Content Brand By Delivering Customer Value,Marketing Leadership,4191380.9965820312,"[u'Ryan Skinner', u'Luca S. Paderni', u'Laura Ramos', u'Tracy Stokes']",364747.8735632184,499,283,141217.0
Brief: Venture Capital Inflow To PPM Vendors Indicates Market Growth,Enterprise Architecture,4191381.8399469852,"[u'Margo Visitacion', u'Alex Cullen']",785642.4782608695,499,64,31936.0
The Five Key Success Factors Of A Global eBusiness,eBusiness & Channel Strategy,4277782.481848955,"[u'Kelland Willis', u'Zia Daniell Wigder', u'Sucharita Mulpuru']",519383.68613138684,499,129,64371.0
"Forrester Research World Tablet Adoption Forecast, 2013 To 2018 (Global)",Marketing Leadership,4277782.843089104,[],0,,0,
"Beware Of The ""SaaS"" Trap",Sourcing & Vendor Management,4277783.397439003,"[u'Liz Herbert', u'James Staten', u'Chris Andrews']",912649.6710526316,499,280,139720.0
"The State And Direction Of Service Management: Progression, Deceleration, Or Stagnation?",Infrastructure & Operations,1944984.0355958939,"[u'Courtney Bartlett', u'Eveline Oehrlich']",626761.8120300752,499,206,102794.0
Brief: How TripIt Masters Mobile Moments For Frequent Fliers,Application Development & Delivery,4364184.641758919,"[u'Jeffrey S. Hammond', u'Julie A. Ask', u'Christopher Mines']",976051.8646288209,499,109,54391.0
Enable Mobile Engagement Through A Cross-Functional Mobile Security Team,Security & Risk,4623386.300609112,"[u'Chris Sherman', u'Tyler Shields', u'Christian Kane', u'Stephanie Balaouras', u'Andrew Rose', u'Julie A. Ask']",634238.0085714286,499,118,58882.0
Brief: Design In The Age Of The Customer,Customer Experience,4191387.0793669224,"[u'Tony Costa', u'John Dalton']",286525.4130434783,499,269,134231.0
"Forrester Research Mobile Payments Forecast, 2013 To 2018 (US)",eBusiness & Channel Strategy,4623387.788610935,[u'Susan Huynh'],105269.05263157895,,6,
Brief: Strategic Benchmarks 2014: Storage,Infrastructure & Operations,2290588.5325579643,"[u'Henry Baltazar', u'Laura Koetzle', u'Sophia I. Vargas']",450427.7572815534,499,158,78842.0
How To Build A Customer-Centric Culture,Customer Experience,4623390.362606049,"[u'Samuel Stern', u'Paul Hagen', u'Harley Manning']",580356.976744186,499,1835,915665.0
How Governments Can Improve Everyone's Customer Experience,Customer Experience,4623390.863084078,"[u'Rick Parrish', u'John Dalton']",286525.4130434783,499,71,35429.0
"Adoption Profile: Hosted Private Cloud, North America And Europe, Q3 2013",Infrastructure & Operations,4623391.516760111,"[u'Lauren E. Nelson', u'Laura Koetzle', u'Ryan Morrill']",754570.6909090909,499,190,94810.0
Optimize Performance For Global eCommerce,eBusiness & Channel Strategy,4623392.092233896,"[u'Peter Sheldon', u'Mike Gualtieri', u'Zia Daniell Wigder']",1000810.6666666666,499,656,327344.0
Brief: What VMS Customers Can Teach You About Effective Workforce Management,Sourcing & Vendor Management,4709792.627852917,[u'Chris Andrews'],481104.3922829582,499,53,26447.0
Measuring Satisfaction For Technology Services,Sourcing & Vendor Management,4709793.5636200905,"[u'Wolfgang Benkel', u'Chris Andrews']",615630.8541666666,499,129,64371.0
Take Your eCommerce Business Global,eBusiness & Channel Strategy,4709794.348582029,"[u'Zia Daniell Wigder', u'Carrie Johnson']",459575.4,,138,
Protect Your Data In The Cloud,CIO,3759394.98822093,"[u'Michael Yamnitsky', u'TJ Keitt', u'Andras Cser', u'Heidi Shey', u'John Kindervag', u'Tyler Shields', u'Khalid Kark']",964897.6338028169,499,337,168163.0
"Market Overview: The Top 10 Workload Automation Vendors, Q1 2014",Infrastructure & Operations,4709795.494988918,"[u'Jean-Pierre Garbani', u'Eveline Oehrlich']",1019003.2824858757,2495,124,309380.0
The Emergence Of Beacons In Retail,eBusiness & Channel Strategy,4796196.11957407,"[u'Adam Silverman', u'Zia Daniell Wigder', u'Peter Sheldon', u'Tony Costa']",676336.3859649122,499,433,216067.0
The Seismic Shift In Application Portfolios,Application Development & Delivery,4796197.018368006,"[u'James Staten', u'Christopher Mines', u'John R. Rymer', u'Kurt Bittner']",976051.8646288209,499,270,134730.0
Q&A: EU Privacy Regulations,Security & Risk,4623397.644486904,"[u'Chris Sherman', u'Andrew Rose', u'Stephanie Balaouras', u'Kelley Mak']",634238.0085714286,499,650,324350.0
A Mixed Bag For The Latin American Tech Market In 2014 And 2015,CIO,4882598.877649069,"[u'Andrew Bartels', u'Christopher Mines']",1263582.44,499,112,55888.0
Which Public Cloud Platforms Offer The Right Configuration Controls?,Application Development & Delivery,4882599.975769997,"[u'James Staten', u'John R. Rymer', u'Christopher Mines']",976051.8646288209,499,197,98303.0
Brief: Major Players Are Targeting The Chinese Cloud Market For Core Business Apps,Enterprise Architecture,4882601.723365068,"[u'Charlie Dai', u'Alex Cullen', u'Michael Barnes']",526304.5814977974,499,99,49401.0
Brief: The Ukraine Situation And The Importance Of Supplier Risk Management,Sourcing & Vendor Management,4882602.225219965,[u'Chris Andrews'],481104.3922829582,499,54,26946.0
"Chief Customer Officer Snapshot, 2014",Customer Experience,4882602.862729073,"[u'Paul Hagen', u'Harley Manning']",580356.976744186,499,222,110778.0
Quick Take: Obama's Proposed FY15 Budget Pushes For Improved Customer Experience,Customer Experience,4969003.403896093,"[u'Rick Parrish', u'John Dalton']",286525.4130434783,195,77,15015.0
Agility Is The Key To Strategic Planning And Portfolio Execution In The Age Of The Customer,Enterprise Architecture,4969004.177267075,"[u'Margo Visitacion', u'Gordon Barnett', u'Alex Cullen']",785642.4782608695,,246,
The New Breed Of Oracle Services Partner,Sourcing & Vendor Management,4969004.715642929,"[u'Liz Herbert', u'Duncan Jones', u'Chris Andrews']",650577.5357142857,2495,143,356785.0
The Future Of Business Is Digital,CMO,4969005.418958902,"[u'Nigel Fenwick', u'Martin Gill', u'Josh Bernoff']",610078.3982300885,499,840,419160.0
Better Sourcing Can Improve Your Software ROI,Sourcing & Vendor Management,5224606.338349104,"[u'Duncan Jones', u'Chris Andrews']",548253.4705882353,499,94,46906.0
10 Pitfalls To Avoid During eCommerce Replatforming,eBusiness & Channel Strategy,5224607.378056049,"[u'Peter Sheldon', u'Lily Varon', u'Zia Daniell Wigder', u'Adam Silverman']",676336.3859649122,499,235,117265.0
The Clash Of The Digital Platforms,CMO,5224607.975306034,"[u'James L. McQuivey, Ph.D.', u'David M. Cooperstein']",425642.68695652176,499,307,153193.0
Strategic Benchmarks 2014: Server Virtualization,Infrastructure & Operations,5311008.653637886,"[u'Dave Bartoletti', u'Laura Koetzle', u'Sophia I. Vargas']",450427.7572815534,499,218,108782.0
Benchmarking B2B eCommerce Technology Investment And Initiatives,eBusiness & Channel Strategy,5311010.451469898,"[u'Andy Hoar', u'Zia Daniell Wigder']",459575.4,499,170,84830.0
Data Defines The Future Of Social Relationship Platforms,Marketing Leadership,5311011.067414999,"[u'Nate Elliott', u'Melissa Parrish']",493198.837398374,499,247,123253.0
Quick Take: Impressions From Mobile World Congress 2014,CIO,5224611.582695961,"[u'Dan Bieler', u'Thomas Husson', u'Henning Dransfeld', u'Jennifer Belissent, Ph.D.', u'Pascal Matzke']",1017670.4539877301,199,280,55720.0
"Bitcoin: Some Parts Brilliant, Some Parts Sure To Bomb",eBusiness & Channel Strategy,5311012.372210026,"[u'Denee Carrington', u'Sucharita Mulpuru', u'Benjamin Ensor', u'Zia Daniell Wigder', u'Carrie Johnson']",519383.68613138684,499,196,97804.0
Is Software-Defined Networking Ready For The Enterprise? Part 2 Of 3,Infrastructure & Operations,5397413.208533049,"[u'Andre Kindness', u'Doug Washburn', u'Christopher Voce']",693488.3333333334,499,237,118263.0
Is Software-Defined Networking Ready For The Enterprise? Part 3 Of 3,Infrastructure & Operations,5397413.937995911,"[u'Andre Kindness', u'Doug Washburn', u'Christopher Voce']",693488.3333333334,499,217,108283.0
Is Software-Defined Networking Ready For The Enterprise? Part 1 Of 3,Infrastructure & Operations,5397414.544523954,"[u'Andre Kindness', u'Doug Washburn', u'Christopher Voce']",693488.3333333334,499,268,133732.0
Benchmarking Australia And New Zealand Technology Budgets And Priorities In 2014,CIO,5397415.154073,"[u'Tim Sheedy', u'Michael Barnes']",281279.9855072464,499,107,53393.0
